lat_long,casualties_id,Casualties.casualties_id,Casualties.casualties,Casualties.fatalities,Casualties.serious_injuries,Casualties.minor_injuries,Location2.lat_long,Location2.latitude,Location2.longitude
"(-37.52848811003205, 144.3341966132287)",1c1m,1c1m,1,0,0,1,"(-37.52848811003205, 144.3341966132287)",-37.52848811,144.3341966
"(-36.89911273228704, 145.12563918423038)",2c2m,2c2m,2,0,0,2,"(-36.89911273228704, 145.12563918423038)",-36.89911273,145.1256392
"(-36.89911273228704, 145.12563918423038)",1c1m,1c1m,1,0,0,1,"(-36.89911273228704, 145.12563918423038)",-36.89911273,145.1256392
"(-36.898066596069214, 145.12693828884926)",1c1m,1c1m,1,0,0,1,"(-36.898066596069214, 145.12693828884926)",-36.89806660,145.1269383
"(-37.23965609022193, 144.69988317759928)",1c1s,1c1s,1,0,1,0,"(-37.23965609022193, 144.69988317759928)",-37.23965609,144.6998832
"(-36.89261670788125, 145.13370516490295)",1c1m,1c1m,1,0,0,1,"(-36.89261670788125, 145.13370516490295)",-36.89261671,145.1337052
"(-36.73708301986685, 145.32621875872945)",1c1m,1c1m,1,0,0,1,"(-36.73708301986685, 145.32621875872945)",-36.73708302,145.3262188
"(-36.73708301986685, 145.32621875872945)",1c1m,1c1m,1,0,0,1,"(-36.73708301986685, 145.32621875872945)",-36.73708302,145.3262188
"(-36.92690381235555, 145.0911083682167)",1c1s,1c1s,1,0,1,0,"(-36.92690381235555, 145.0911083682167)",-36.92690381,145.0911084
"(-37.55311657760671, 144.30281556950123)",1c1m,1c1m,1,0,0,1,"(-37.55311657760671, 144.30281556950123)",-37.55311658,144.3028156
"(-37.49686295710797, 144.37444632703819)",1c1s,1c1s,1,0,1,0,"(-37.49686295710797, 144.37444632703819)",-37.49686296,144.3744463
"(-37.50942560539324, 144.35846392214617)",1c1m,1c1m,1,0,0,1,"(-37.50942560539324, 144.35846392214617)",-37.50942561,144.3584639
"(-35.8045721807924, 146.45684375810302)",1c1m,1c1m,1,0,0,1,"(-35.8045721807924, 146.45684375810302)",-35.80457218,146.4568438
"(-36.874422329231265, 145.15628583595966)",2c2m,2c2m,2,0,0,2,"(-36.874422329231265, 145.15628583595966)",-36.87442233,145.1562858
"(-37.66571226971364, 144.15894358849908)",1c1s,1c1s,1,0,1,0,"(-37.66571226971364, 144.15894358849908)",-37.66571227,144.1589436
"(-36.76861778081072, 145.2872803632815)",1c1s,1c1s,1,0,1,0,"(-36.76861778081072, 145.2872803632815)",-36.76861778,145.2872804
"(-36.968448990063784, 145.0394175609228)",1c1m,1c1m,1,0,0,1,"(-36.968448990063784, 145.0394175609228)",-36.96844899,145.0394176
"(-36.22664736829444, 145.94999107545783)",2c1s1m,2c1s1m,2,0,1,1,"(-36.22664736829444, 145.94999107545783)",-36.22664737,145.9499911
"(-36.80705391324766, 145.2397557829625)",1c1m,1c1m,1,0,0,1,"(-36.80705391324766, 145.2397557829625)",-36.80705391,145.2397558
"(-36.76941113901257, 145.28630012830496)",1c1m,1c1m,1,0,0,1,"(-36.76941113901257, 145.28630012830496)",-36.76941114,145.2863001
"(-35.949196113129894, 146.28405703328903)",1c1m,1c1m,1,0,0,1,"(-35.949196113129894, 146.28405703328903)",-35.94919611,146.2840570
"(-37.05884221894488, 144.92665679932688)",1c1f,1c1f,1,1,0,0,"(-37.05884221894488, 144.92665679932688)",-37.05884222,144.9266568
"(-36.073790255389824, 146.13446372135445)",1c1s,1c1s,1,0,1,0,"(-36.073790255389824, 146.13446372135445)",-36.07379026,146.1344637
"(-38.09741574732822, 143.60103188322694)",1c1m,1c1m,1,0,0,1,"(-38.09741574732822, 143.60103188322694)",-38.09741575,143.6010319
"(-37.229928278820424, 144.71212535808624)",1c1m,1c1m,1,0,0,1,"(-37.229928278820424, 144.71212535808624)",-37.22992828,144.7121254
"(-36.72024226980152, 145.34699384167567)",1c1m,1c1m,1,0,0,1,"(-36.72024226980152, 145.34699384167567)",-36.72024227,145.3469938
"(-36.81215471944624, 145.2334435184672)",2c2m,2c2m,2,0,0,2,"(-36.81215471944624, 145.2334435184672)",-36.81215472,145.2334435
"(-39.143486631864995, 142.20518182587674)",2c1s1m,2c1s1m,2,0,1,1,"(-39.143486631864995, 142.20518182587674)",-39.14348663,142.2051818
"(-36.91356098970404, 145.10769171421734)",1c1s,1c1s,1,0,1,0,"(-36.91356098970404, 145.10769171421734)",-36.91356099,145.1076917
"(-36.84948459633915, 145.18720945361358)",1c1s,1c1s,1,0,1,0,"(-36.84948459633915, 145.18720945361358)",-36.84948460,145.1872095
"(-36.168353741664696, 146.02046546371403)",1c1m,1c1m,1,0,0,1,"(-36.168353741664696, 146.02046546371403)",-36.16835374,146.0204655
"(-35.76241712900108, 146.5070366451438)",1c1m,1c1m,1,0,0,1,"(-35.76241712900108, 146.5070366451438)",-35.76241713,146.5070366
"(-39.323431141316235, 141.9583859837492)",1c1m,1c1m,1,0,0,1,"(-39.323431141316235, 141.9583859837492)",-39.32343114,141.9583860
"(-36.796114618986486, 145.25328896992508)",2c1s1m,2c1s1m,2,0,1,1,"(-36.796114618986486, 145.25328896992508)",-36.79611462,145.2532890
"(-37.01872371778745, 144.97675219515477)",1c1m,1c1m,1,0,0,1,"(-37.01872371778745, 144.97675219515477)",-37.01872372,144.9767522
"(-36.99755269285398, 145.00315614761186)",2c2m,2c2m,2,0,0,2,"(-36.99755269285398, 145.00315614761186)",-36.99755269,145.0031561
"(-37.26083039290934, 144.67321937908935)",2c2s,2c2s,2,0,2,0,"(-37.26083039290934, 144.67321937908935)",-37.26083039,144.6732194
"(-35.93047478817699, 146.30647549847663)",1c1s,1c1s,1,0,1,0,"(-35.93047478817699, 146.30647549847663)",-35.93047479,146.3064755
"(-35.5949130216, 146.70572568402355)",1c1m,1c1m,1,0,0,1,"(-35.5949130216, 146.70572568402355)",-35.59491302,146.7057257
"(-36.865667994064985, 145.1671449359571)",1c1s,1c1s,1,0,1,0,"(-36.865667994064985, 145.1671449359571)",-36.86566799,145.1671449
"(-38.8627991192023, 142.58611570269227)",1c1m,1c1m,1,0,0,1,"(-38.8627991192023, 142.58611570269227)",-38.86279912,142.5861157
"(-36.89918165733006, 145.12555359040786)",1c1m,1c1m,1,0,0,1,"(-36.89918165733006, 145.12555359040786)",-36.89918166,145.1255536
"(-37.93342337024812, 143.8141595302677)",1c1m,1c1m,1,0,0,1,"(-37.93342337024812, 143.8141595302677)",-37.93342337,143.8141595
"(-37.51876587121027, 144.34657576491665)",1c1m,1c1m,1,0,0,1,"(-37.51876587121027, 144.34657576491665)",-37.51876587,144.3465758
"(-37.07756140470682, 144.9032551783046)",1c1m,1c1m,1,0,0,1,"(-37.07756140470682, 144.9032551783046)",-37.07756140,144.9032552
"(-37.04761323941298, 144.94068627996037)",1c1m,1c1m,1,0,0,1,"(-37.04761323941298, 144.94068627996037)",-37.04761324,144.9406863
"(-36.85166481708347, 145.18450710924736)",1c1s,1c1s,1,0,1,0,"(-36.85166481708347, 145.18450710924736)",-36.85166482,145.1845071
"(-36.89061652068295, 145.136188343226)",1c1s,1c1s,1,0,1,0,"(-36.89061652068295, 145.136188343226)",-36.89061652,145.1361883
"(-35.953505389950294, 146.27889456788833)",1c1s,1c1s,1,0,1,0,"(-35.953505389950294, 146.27889456788833)",-35.95350539,146.2788946
"(-37.07055253479571, 144.91201928767788)",1c1m,1c1m,1,0,0,1,"(-37.07055253479571, 144.91201928767788)",-37.07055253,144.9120193
"(-36.995087460389875, 145.00622928772884)",2c2s,2c2s,2,0,2,0,"(-36.995087460389875, 145.00622928772884)",-36.99508746,145.0062293
"(-38.07215166704082, 143.63396219381588)",1c1m,1c1m,1,0,0,1,"(-38.07215166704082, 143.63396219381588)",-38.07215167,143.6339622
"(-37.21558643032574, 144.73016547156595)",1c1m,1c1m,1,0,0,1,"(-37.21558643032574, 144.73016547156595)",-37.21558643,144.7301655
"(-36.949674127890695, 145.06278783514807)",1c1m,1c1m,1,0,0,1,"(-36.949674127890695, 145.06278783514807)",-36.94967413,145.0627878
"(-36.55286759322502, 145.55273872446705)",1c1m,1c1m,1,0,0,1,"(-36.55286759322502, 145.55273872446705)",-36.55286759,145.5527387
"(-36.97727797203135, 145.02842158939382)",2c2m,2c2m,2,0,0,2,"(-36.97727797203135, 145.02842158939382)",-36.97727797,145.0284216
"(-36.9708487286682, 145.03642920766697)",4c4m,4c4m,4,0,0,4,"(-36.9708487286682, 145.03642920766697)",-36.97084873,145.0364292
"(-37.52504116113558, 144.33858611464035)",1c1s,1c1s,1,0,1,0,"(-37.52504116113558, 144.33858611464035)",-37.52504116,144.3385861
"(-36.88290550194767, 145.14575954471135)",2c1s1m,2c1s1m,2,0,1,1,"(-36.88290550194767, 145.14575954471135)",-36.88290550,145.1457595
"(-37.566051919533614, 144.28632095376028)",1c1m,1c1m,1,0,0,1,"(-37.566051919533614, 144.28632095376028)",-37.56605192,144.2863210
"(-36.25565553549748, 145.9148642315404)",1c1m,1c1m,1,0,0,1,"(-36.25565553549748, 145.9148642315404)",-36.25565554,145.9148642
"(-37.51727484739996, 144.3484738233214)",1c1m,1c1m,1,0,0,1,"(-37.51727484739996, 144.3484738233214)",-37.51727485,144.3484738
"(-36.84370596582162, 145.19437084933782)",1c1m,1c1m,1,0,0,1,"(-36.84370596582162, 145.19437084933782)",-36.84370597,145.1943708
"(-36.882104934727465, 145.14675307280757)",1c1m,1c1m,1,0,0,1,"(-36.882104934727465, 145.14675307280757)",-36.88210493,145.1467531
"(-36.841118790826194, 145.1975765844817)",1c1s,1c1s,1,0,1,0,"(-36.841118790826194, 145.1975765844817)",-36.84111879,145.1975766
"(-37.371972859603275, 144.53288955855442)",1c1m,1c1m,1,0,0,1,"(-37.371972859603275, 144.53288955855442)",-37.37197286,144.5328896
"(-37.24246634238124, 144.69634566395467)",2c2s,2c2s,2,0,2,0,"(-37.24246634238124, 144.69634566395467)",-37.24246634,144.6963457
"(-35.41668068345708, 146.91583574695298)",1c1m,1c1m,1,0,0,1,"(-35.41668068345708, 146.91583574695298)",-35.41668068,146.9158357
"(-36.710362157124436, 145.35917584273557)",1c1m,1c1m,1,0,0,1,"(-36.710362157124436, 145.35917584273557)",-36.71036216,145.3591758
"(-39.114653893555605, 142.24453666965937)",1c1s,1c1s,1,0,1,0,"(-39.114653893555605, 142.24453666965937)",-39.11465389,142.2445367
"(-37.1216369732737, 144.84808578947872)",1c1m,1c1m,1,0,0,1,"(-37.1216369732737, 144.84808578947872)",-37.12163697,144.8480858
"(-37.1216369732737, 144.84808578947872)",1c1m,1c1m,1,0,0,1,"(-37.1216369732737, 144.84808578947872)",-37.12163697,144.8480858
"(-37.144960678921485, 144.81885235663714)",1c1s,1c1s,1,0,1,0,"(-37.144960678921485, 144.81885235663714)",-37.14496068,144.8188524
"(-36.764742835453326, 145.29206762423746)",1c1m,1c1m,1,0,0,1,"(-36.764742835453326, 145.29206762423746)",-36.76474284,145.2920676
"(-36.54288171334386, 145.56497209464263)",1c1s,1c1s,1,0,1,0,"(-36.54288171334386, 145.56497209464263)",-36.54288171,145.5649721
"(-37.00854266962964, 144.98945248853917)",1c1m,1c1m,1,0,0,1,"(-37.00854266962964, 144.98945248853917)",-37.00854267,144.9894525
"(-36.89058344848448, 145.13622939983154)",1c1m,1c1m,1,0,0,1,"(-36.89058344848448, 145.13622939983154)",-36.89058345,145.1362294
"(-36.92777104140782, 145.0900302177824)",1c1s,1c1s,1,0,1,0,"(-36.92777104140782, 145.0900302177824)",-36.92777104,145.0900302
"(-37.154630513971604, 144.80672442460522)",1c1m,1c1m,1,0,0,1,"(-37.154630513971604, 144.80672442460522)",-37.15463051,144.8067244
"(-36.749412013887984, 145.31100087108354)",1c1m,1c1m,1,0,0,1,"(-36.749412013887984, 145.31100087108354)",-36.74941201,145.3110009
"(-37.1690330272318, 144.78865208163782)",1c1m,1c1m,1,0,0,1,"(-37.1690330272318, 144.78865208163782)",-37.16903303,144.7886521
"(-37.06556759632695, 144.91825112810233)",1c1m,1c1m,1,0,0,1,"(-37.06556759632695, 144.91825112810233)",-37.06556760,144.9182511
"(-35.84141865483405, 146.41290864641118)",1c1f,1c1f,1,1,0,0,"(-35.84141865483405, 146.41290864641118)",-35.84141865,146.4129086
"(-35.84141865483405, 146.41290864641118)",1c1f,1c1f,1,1,0,0,"(-35.84141865483405, 146.41290864641118)",-35.84141865,146.4129086
"(-36.82412206822104, 145.2186289607337)",1c1m,1c1m,1,0,0,1,"(-36.82412206822104, 145.2186289607337)",-36.82412207,145.2186290
"(-36.82412206822104, 145.2186289607337)",1c1m,1c1m,1,0,0,1,"(-36.82412206822104, 145.2186289607337)",-36.82412207,145.2186290
"(-37.001878290656904, 144.99776316779716)",1c1m,1c1m,1,0,0,1,"(-37.001878290656904, 144.99776316779716)",-37.00187829,144.9977632
"(-36.90675521945233, 145.11614703527147)",1c1m,1c1m,1,0,0,1,"(-36.90675521945233, 145.11614703527147)",-36.90675522,145.1161470
"(-36.94263510791506, 145.07154530762932)",1c1m,1c1m,1,0,0,1,"(-36.94263510791506, 145.07154530762932)",-36.94263511,145.0715453
"(-36.95947058114741, 145.050595715777)",1c1m,1c1m,1,0,0,1,"(-36.95947058114741, 145.050595715777)",-36.95947058,145.0505957
"(-37.00418754016227, 144.99488371231794)",1c1m,1c1m,1,0,0,1,"(-37.00418754016227, 144.99488371231794)",-37.00418754,144.9948837
"(-37.00989044865658, 144.98777150211143)",1c1m,1c1m,1,0,0,1,"(-37.00989044865658, 144.98777150211143)",-37.00989045,144.9877715
"(-36.7164722119086, 145.351642804621)",2c1s1m,2c1s1m,2,0,1,1,"(-36.7164722119086, 145.351642804621)",-36.71647221,145.3516428
"(-38.52900507988393, 143.0329201255247)",1c1s,1c1s,1,0,1,0,"(-38.52900507988393, 143.0329201255247)",-38.52900508,143.0329201
"(-37.03406822689118, 144.9576011151706)",1c1m,1c1m,1,0,0,1,"(-37.03406822689118, 144.9576011151706)",-37.03406823,144.9576011
"(-37.218752587582166, 144.7261837637896)",1c1m,1c1m,1,0,0,1,"(-37.218752587582166, 144.7261837637896)",-37.21875259,144.7261838
"(-36.70835876669178, 145.3616454193874)",1c1s,1c1s,1,0,1,0,"(-36.70835876669178, 145.3616454193874)",-36.70835877,145.3616454
"(-36.57573825828349, 145.5247030104781)",1c1s,1c1s,1,0,1,0,"(-36.57573825828349, 145.5247030104781)",-36.57573826,145.5247030
"(-38.624619265130114, 142.90560951834905)",1c1s,1c1s,1,0,1,0,"(-38.624619265130114, 142.90560951834905)",-38.62461927,142.9056095
"(-38.624619265130114, 142.90560951834905)",1c1s,1c1s,1,0,1,0,"(-38.624619265130114, 142.90560951834905)",-38.62461927,142.9056095
"(-36.95531436789135, 145.05576888077022)",3c3m,3c3m,3,0,0,3,"(-36.95531436789135, 145.05576888077022)",-36.95531437,145.0557689
"(-39.33454980804728, 141.9430691327767)",3c3m,3c3m,3,0,0,3,"(-39.33454980804728, 141.9430691327767)",-39.33454981,141.9430691
"(-36.77341438342572, 145.28135345264613)",1c1m,1c1m,1,0,0,1,"(-36.77341438342572, 145.28135345264613)",-36.77341438,145.2813535
"(-37.06201514310482, 144.9226914188561)",1c1m,1c1m,1,0,0,1,"(-37.06201514310482, 144.9226914188561)",-37.06201514,144.9226914
"(-37.664366763900745, 144.16066678638342)",1c1m,1c1m,1,0,0,1,"(-37.664366763900745, 144.16066678638342)",-37.66436676,144.1606668
"(-36.0650154365722, 146.14502169131947)",1c1s,1c1s,1,0,1,0,"(-36.0650154365722, 146.14502169131947)",-36.06501544,146.1450217
"(-38.71974562893391, 142.77841358120762)",1c1f,1c1f,1,1,0,0,"(-38.71974562893391, 142.77841358120762)",-38.71974563,142.7784136
"(-36.95248976953073, 145.05928412563134)",4c1s3m,4c1s3m,4,0,1,3,"(-36.95248976953073, 145.05928412563134)",-36.95248977,145.0592841
"(-37.24274706436414, 144.69599227238504)",2c2m,2c2m,2,0,0,2,"(-37.24274706436414, 144.69599227238504)",-37.24274706,144.6959923
"(-36.74839165511371, 145.31226059341853)",1c1s,1c1s,1,0,1,0,"(-36.74839165511371, 145.31226059341853)",-36.74839166,145.3122606
"(-37.901059859315545, 143.8560456909684)",2c2m,2c2m,2,0,0,2,"(-37.901059859315545, 143.8560456909684)",-37.90105986,143.8560457
"(-37.63044926095727, 144.20407354613297)",1c1f,1c1f,1,1,0,0,"(-37.63044926095727, 144.20407354613297)",-37.63044926,144.2040735
"(-36.930401521342105, 145.08675974637342)",1c1s,1c1s,1,0,1,0,"(-36.930401521342105, 145.08675974637342)",-36.93040152,145.0867597
"(-36.92861140111481, 145.0889854366476)",1c1m,1c1m,1,0,0,1,"(-36.92861140111481, 145.0889854366476)",-36.92861140,145.0889854
"(-37.382073322840576, 144.5201053384034)",1c1m,1c1m,1,0,0,1,"(-37.382073322840576, 144.5201053384034)",-37.38207332,144.5201053
"(-37.17525145520167, 144.78084595672436)",1c1s,1c1s,1,0,1,0,"(-37.17525145520167, 144.78084595672436)",-37.17525146,144.7808460
"(-36.54022770721584, 145.56822264387012)",1c1f,1c1f,1,1,0,0,"(-36.54022770721584, 145.56822264387012)",-36.54022771,145.5682226
"(-39.30042554836436, 141.99005293403434)",3c2s1m,3c2s1m,3,0,2,1,"(-39.30042554836436, 141.99005293403434)",-39.30042555,141.9900529
"(-36.64713374656649, 145.43702535195092)",1c1m,1c1m,1,0,0,1,"(-36.64713374656649, 145.43702535195092)",-36.64713375,145.4370254
"(-37.15611395163312, 144.80486347953857)",1c1m,1c1m,1,0,0,1,"(-37.15611395163312, 144.80486347953857)",-37.15611395,144.8048635
"(-37.11841932901702, 144.8521165857806)",1c1m,1c1m,1,0,0,1,"(-37.11841932901702, 144.8521165857806)",-37.11841933,144.8521166
"(-36.96766467368245, 145.04039419541954)",1c1m,1c1m,1,0,0,1,"(-36.96766467368245, 145.04039419541954)",-36.96766467,145.0403942
"(-37.230875694156886, 144.71093327207527)",1c1m,1c1m,1,0,0,1,"(-37.230875694156886, 144.71093327207527)",-37.23087569,144.7109333
"(-37.230875694156886, 144.71093327207527)",1c1m,1c1m,1,0,0,1,"(-37.230875694156886, 144.71093327207527)",-37.23087569,144.7109333
"(-36.818622954180604, 145.22543725303265)",1c1s,1c1s,1,0,1,0,"(-36.818622954180604, 145.22543725303265)",-36.81862295,145.2254373
"(-36.934170801644385, 145.08207281743822)",1c1m,1c1m,1,0,0,1,"(-36.934170801644385, 145.08207281743822)",-36.93417080,145.0820728
"(-37.43637605336394, 144.45128420063992)",1c1m,1c1m,1,0,0,1,"(-37.43637605336394, 144.45128420063992)",-37.43637605,144.4512842
"(-37.998512875309295, 143.72974494778518)",3c1s2m,3c1s2m,3,0,1,2,"(-37.998512875309295, 143.72974494778518)",-37.99851288,143.7297449
"(-36.97050672610219, 145.03685511484002)",2c1s1m,2c1s1m,2,0,1,1,"(-36.97050672610219, 145.03685511484002)",-36.97050673,145.0368551
"(-35.875795582812934, 146.3718649731966)",2c2m,2c2m,2,0,0,2,"(-35.875795582812934, 146.3718649731966)",-35.87579558,146.3718650
"(-37.91552610874796, 143.8373299320402)",2c2m,2c2m,2,0,0,2,"(-37.91552610874796, 143.8373299320402)",-37.91552611,143.8373299
"(-36.938659651693236, 145.0764902308799)",1c1m,1c1m,1,0,0,1,"(-36.938659651693236, 145.0764902308799)",-36.93865965,145.0764902
"(-36.83165446334295, 145.20930095360714)",1c1m,1c1m,1,0,0,1,"(-36.83165446334295, 145.20930095360714)",-36.83165446,145.2093010
"(-36.64319101892199, 145.44187352215263)",1c1s,1c1s,1,0,1,0,"(-36.64319101892199, 145.44187352215263)",-36.64319102,145.4418735
"(-36.81380699135849, 145.23139855763947)",2c2m,2c2m,2,0,0,2,"(-36.81380699135849, 145.23139855763947)",-36.81380699,145.2313986
"(-37.47324421100079, 144.40447229530463)",1c1m,1c1m,1,0,0,1,"(-37.47324421100079, 144.40447229530463)",-37.47324421,144.4044723
"(-36.251770183046254, 145.91957133305186)",3c3m,3c3m,3,0,0,3,"(-36.251770183046254, 145.91957133305186)",-36.25177018,145.9195713
"(-37.03313089150033, 144.95877131211722)",1c1m,1c1m,1,0,0,1,"(-37.03313089150033, 144.95877131211722)",-37.03313089,144.9587713
"(-37.505608204101705, 144.36332134963283)",1c1s,1c1s,1,0,1,0,"(-37.505608204101705, 144.36332134963283)",-37.50560820,144.3633213
"(-36.649640339533406, 145.43394274025655)",4c1f3s,4c1f3s,4,1,3,0,"(-36.649640339533406, 145.43394274025655)",-36.64964034,145.4339427
"(-36.887543714013894, 145.14000277073637)",1c1m,1c1m,1,0,0,1,"(-36.887543714013894, 145.14000277073637)",-36.88754371,145.1400028
"(-35.79900111630418, 146.46348147967475)",2c2m,2c2m,2,0,0,2,"(-35.79900111630418, 146.46348147967475)",-35.79900112,146.4634815
"(-37.02110430062371, 144.9737818131731)",1c1s,1c1s,1,0,1,0,"(-37.02110430062371, 144.9737818131731)",-37.02110430,144.9737818
"(-36.7825845366214, 145.27001930018588)",2c2m,2c2m,2,0,0,2,"(-36.7825845366214, 145.27001930018588)",-36.78258454,145.2700193
"(-36.87335587234124, 145.15760889507473)",1c1m,1c1m,1,0,0,1,"(-36.87335587234124, 145.15760889507473)",-36.87335587,145.1576089
"(-37.92457471237204, 143.82561748328726)",1c1m,1c1m,1,0,0,1,"(-37.92457471237204, 143.82561748328726)",-37.92457471,143.8256175
"(-37.106810221750585, 144.8666552197113)",2c2s,2c2s,2,0,2,0,"(-37.106810221750585, 144.8666552197113)",-37.10681022,144.8666552
"(-37.00429334805812, 144.99475177177013)",1c1s,1c1s,1,0,1,0,"(-37.00429334805812, 144.99475177177013)",-37.00429335,144.9947518
"(-36.700896740023886, 145.37084216644428)",1c1m,1c1m,1,0,0,1,"(-36.700896740023886, 145.37084216644428)",-36.70089674,145.3708422
"(-37.238531289023726, 144.70129895287732)",1c1m,1c1m,1,0,0,1,"(-37.238531289023726, 144.70129895287732)",-37.23853129,144.7012990
"(-37.33443006274189, 144.58036194254495)",1c1m,1c1m,1,0,0,1,"(-37.33443006274189, 144.58036194254495)",-37.33443006,144.5803619
"(-36.66482510040284, 145.41526213405513)",1c1s,1c1s,1,0,1,0,"(-36.66482510040284, 145.41526213405513)",-36.66482510,145.4152621
"(-37.837881066683785, 143.93765047056695)",1c1s,1c1s,1,0,1,0,"(-37.837881066683785, 143.93765047056695)",-37.83788107,143.9376505
"(-36.90290893072039, 145.1209245717944)",1c1m,1c1m,1,0,0,1,"(-36.90290893072039, 145.1209245717944)",-36.90290893,145.1209246
"(-36.62550737263542, 145.4636091496016)",2c1s1m,2c1s1m,2,0,1,1,"(-36.62550737263542, 145.4636091496016)",-36.62550737,145.4636091
"(-36.91225911045025, 145.10930931143085)",1c1m,1c1m,1,0,0,1,"(-36.91225911045025, 145.10930931143085)",-36.91225911,145.1093093
"(-37.60749138644978, 144.23342002398482)",1c1m,1c1m,1,0,0,1,"(-37.60749138644978, 144.23342002398482)",-37.60749139,144.2334200
"(-35.38681794578576, 146.9509097384658)",1c1s,1c1s,1,0,1,0,"(-35.38681794578576, 146.9509097384658)",-35.38681795,146.9509097
"(-36.97996907105186, 145.02506922526155)",2c1s1m,2c1s1m,2,0,1,1,"(-36.97996907105186, 145.02506922526155)",-36.97996907,145.0250692
"(-37.048064294252626, 144.94012285254453)",1c1m,1c1m,1,0,0,1,"(-37.048064294252626, 144.94012285254453)",-37.04806429,144.9401229
"(-37.29144784031963, 144.6346241335424)",1c1m,1c1m,1,0,0,1,"(-37.29144784031963, 144.6346241335424)",-37.29144784,144.6346241
"(-37.148555762815434, 144.81434393911883)",3c2s1m,3c2s1m,3,0,2,1,"(-37.148555762815434, 144.81434393911883)",-37.14855576,144.8143439
"(-37.07541657124878, 144.90593740359338)",1c1s,1c1s,1,0,1,0,"(-37.07541657124878, 144.90593740359338)",-37.07541657,144.9059374
"(-35.4565600021401, 146.86893937934073)",1c1m,1c1m,1,0,0,1,"(-35.4565600021401, 146.86893937934073)",-35.45656000,146.8689394
"(-37.000507580121685, 144.99947221369317)",3c1f2m,3c1f2m,3,1,0,2,"(-37.000507580121685, 144.99947221369317)",-37.00050758,144.9994722
"(-36.95532633229327, 145.055753990105)",2c1s1m,2c1s1m,2,0,1,1,"(-36.95532633229327, 145.055753990105)",-36.95532633,145.0557540
"(-37.01744736493244, 144.97834465461358)",1c1m,1c1m,1,0,0,1,"(-37.01744736493244, 144.97834465461358)",-37.01744736,144.9783447
"(-36.846677580158406, 145.1906883608853)",1c1m,1c1m,1,0,0,1,"(-36.846677580158406, 145.1906883608853)",-36.84667758,145.1906884
"(-37.02743133956618, 144.96588586602903)",1c1m,1c1m,1,0,0,1,"(-37.02743133956618, 144.96588586602903)",-37.02743134,144.9658859
"(-36.78313284843328, 145.26934146818658)",1c1m,1c1m,1,0,0,1,"(-36.78313284843328, 145.26934146818658)",-36.78313285,145.2693415
"(-37.046279086705994, 144.94235275504528)",2c1s1m,2c1s1m,2,0,1,1,"(-37.046279086705994, 144.94235275504528)",-37.04627909,144.9423528
"(-38.08566427808602, 143.61635366656586)",2c2s,2c2s,2,0,2,0,"(-38.08566427808602, 143.61635366656586)",-38.08566428,143.6163537
"(-37.50923787563542, 144.35870281537512)",1c1s,1c1s,1,0,1,0,"(-37.50923787563542, 144.35870281537512)",-37.50923788,144.3587028
"(-39.158987023227226, 142.18400328149534)",1c1s,1c1s,1,0,1,0,"(-39.158987023227226, 142.18400328149534)",-39.15898702,142.1840033
"(-36.96053130820603, 145.04927531210538)",1c1s,1c1s,1,0,1,0,"(-36.96053130820603, 145.04927531210538)",-36.96053131,145.0492753
"(-37.03326095007471, 144.95860894577675)",1c1s,1c1s,1,0,1,0,"(-37.03326095007471, 144.95860894577675)",-37.03326095,144.9586089
"(-34.893027425398515, 147.52559709048302)",3c3s,3c3s,3,0,3,0,"(-34.893027425398515, 147.52559709048302)",-34.89302743,147.5255971
"(-36.721332107214046, 145.3456498065557)",2c2m,2c2m,2,0,0,2,"(-36.721332107214046, 145.3456498065557)",-36.72133211,145.3456498
"(-36.993151113309374, 145.0086429138066)",1c1s,1c1s,1,0,1,0,"(-36.993151113309374, 145.0086429138066)",-36.99315111,145.0086429
"(-36.887499342242414, 145.14005784825858)",1c1m,1c1m,1,0,0,1,"(-36.887499342242414, 145.14005784825858)",-36.88749934,145.1400578
"(-36.81664716131216, 145.2278830681688)",1c1s,1c1s,1,0,1,0,"(-36.81664716131216, 145.2278830681688)",-36.81664716,145.2278831
"(-37.02840556837982, 144.96466988342985)",1c1m,1c1m,1,0,0,1,"(-37.02840556837982, 144.96466988342985)",-37.02840557,144.9646699
"(-36.314942022111936, 145.8429534904327)",1c1m,1c1m,1,0,0,1,"(-36.314942022111936, 145.8429534904327)",-36.31494202,145.8429535
"(-36.9718920523031, 145.0351298865969)",1c1m,1c1m,1,0,0,1,"(-36.9718920523031, 145.0351298865969)",-36.97189205,145.0351299
"(-36.90571757837329, 145.11743597673942)",1c1m,1c1m,1,0,0,1,"(-36.90571757837329, 145.11743597673942)",-36.90571758,145.1174360
"(-37.21576023012563, 144.7299469168667)",2c1s1m,2c1s1m,2,0,1,1,"(-37.21576023012563, 144.7299469168667)",-37.21576023,144.7299469
"(-37.575899872938166, 144.2737573780607)",1c1m,1c1m,1,0,0,1,"(-37.575899872938166, 144.2737573780607)",-37.57589987,144.2737574
"(-37.21505676247016, 144.73083152393374)",1c1s,1c1s,1,0,1,0,"(-37.21505676247016, 144.73083152393374)",-37.21505676,144.7308315
"(-37.21505676247016, 144.73083152393374)",1c1s,1c1s,1,0,1,0,"(-37.21505676247016, 144.73083152393374)",-37.21505676,144.7308315
